package,experiment,run_id,experiment_id,system,workload,size,mode,implementation_mode,target_mhz,status,validation_pass,first_output_cycles,completion_cycles,tokens_checked,lut,ff,dsp,bram_18k_equiv,bram_36k,bram_18k,uram,wns_ns,tns_ns,achieved_ns,hls_wall_s,hls_sum_job_s,vivado_total_s,synth_s,place_s,route_s,unrouted,roles,instances,report_paths,failure_reason,numeric_semantics,array_shape,steady_interval_cycles,total_wall_s,axi_masters,axi_width_bits,autosa_command,variant,tiles_per_launch,tile_interval_cycles,launch_interval_cycles,last_output_cycles,first_output_cold_cycles,completion_cold_cycles,cosim_latency_min,cosim_latency_avg,cosim_latency_max,cosim_interval_min,cosim_interval_avg,cosim_interval_max,cosim_wall_s,vcd_wall_s,top_port_bits,numeric_validation,provenance,notes,vivado_synth_s,source_agent,build_dir,build_state,collected_at,run_total_wall_s,gen_s,csim_s,cosim_s,export_s,wrapper_synth_s,opt_s,phys_opt_s,cosim_total_cycles,cosim_latency_cold_launch0,cosim_interval_cold_launch0,vcd_latency_warm,vcd_first_output_cold_launch0,vcd_latency_cold_launch0,vcd_last_output_warm,output_beats_per_launch,first_output_method,hls_est_period_ns,hls_est_latency_cycles,hls_est_lut,hls_est_ff,hls_est_dsp,hls_est_bram18k,hls_est_uram,cp_post_synth_ns,cp_post_impl_ns,timing_met,nets_with_routing_errors,srl,clb,pe_count,tiles_folded,output_stationary,tb_seed_results,axi_data_widths,transforms_streamed,interface,unroll_factor,transform_size,config,ordering,stimulus,seeds,transforms_completed,max_abs_error,max_norm_error,run_by,reps,launches_per_block,device_kernel_s_mean,device_kernel_s_best,transfer_s_mean,pack_s_mean,host_math_s_mean,wall_s_mean,hybrid,array_size,weight_mode,reorder_program,tiles,cycles_per_tile,source,design,workers,projects,repetitions,completed_jobs,timed_out_repetitions,completed_jobs_when_timed_out,timeout_s,frontend_s_median,hls_wall_s_median,hls_wall_s_min,hls_wall_s_max,hls_sum_job_elapsed_s_median,cpu_s_median,load_start,M,d,groups,dsp_count,cycles_per_query_row,kind,in_paper_table,hls_design_lines,spmw_design_lines,ratio_design,hls_config_lines,spmw_config_lines,hls_test_lines,spmw_test_lines
e4_feather,E4,pnr_spmw_feather_N16,E4,SPMW port,"feather (single tile, resident int8 files); top spmw_harness (LFSR drivers and sinks around spmw_top, the SPMW flow's standard P&R harness)",,,pnr_ooc,300,pass,timing met,,,,31019,49673,256,0,,,0,0.338,0.0,,94.6,,,,,,0,,,"/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/pnr_spmw_feather_N16; stages (s): {'synth': '380.809', 'opt': '22.746', 'place': '430.01', 'physopt': '12.755', 'route': '588.581'}",,,,,1608,,,,"feather (single tile, resident int8 files)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16x16,n/a,n/a,,,this agent (e4b_* dirs) (e4b_pnr_worker.sh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,pnr_rtl_fixed_N16,E4,FEATHER RTL,feather_top out of context: N x N NEST + BIRRD + controller + SRAMs (shipped defaults: depth-4 SRAM register arrays),,,pnr_ooc,300,pass,timing met,,,,57499,91251,0,0,,,0,0.12,0.0,,,,,,,,0,,,"/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/pnr_rtl_fixed_N16; stages (s): {'synth': '809.423', 'opt': '39.819', 'place': '557.762', 'physopt': '15.428', 'route': '397.634'}",,,,,1901,,,,corrected controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16x16,n/a,n/a,,,previous agent (e4_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,pnr_rtl_orig_N16,E4,FEATHER RTL,feather_top out of context: N x N NEST + BIRRD + controller + SRAMs (shipped defaults: depth-4 SRAM register arrays),,,pnr_ooc,300,pass,timing met,,,,57595,91259,0,0,,,0,0.062,0.0,,,,,,,,0,,,"/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/pnr_rtl_orig_N16; stages (s): {'synth': '758.289', 'opt': '58.788', 'place': '845.865', 'physopt': '28.337', 'route': '739.926'}",,,,,2506,,,,shipped controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16x16,n/a,n/a,,,previous agent (e4_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,pnr_spmw_feather-stream_N32,E4,SPMW port,"feather_stream (streamed operands, int32 word files), NT=16; top spmw_harness (LFSR drivers and sinks around spmw_top, the SPMW flow's standard P&R harness)",,,pnr_ooc,300,not_run,,,,,,,,,,,,,,,,,,,,,,,,,"skipped: a 32x32 SPMW P&R (1024 PE columns, int32 word files) is hours of Vivado for a size outside the package (4/8/16) and was not attempted; the FEATHER RTL 32x32 P&R runs were left to finish",,,,,,,,"feather_stream (streamed operands, int32 word files), NT=16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32x32,n/a,n/a,,,this agent (e4b_* dirs) (e4b_pnr_worker.sh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,pnr_spmw_feather_N32,E4,SPMW port,"feather (single tile, resident int8 files); top spmw_harness (LFSR drivers and sinks around spmw_top, the SPMW flow's standard P&R harness)",,,pnr_ooc,300,not_run,,,,,,,,,,,,,,,,,,,,,,,,,"skipped: a 32x32 SPMW P&R (1024 PE columns, int32 word files) is hours of Vivado for a size outside the package (4/8/16) and was not attempted; the FEATHER RTL 32x32 P&R runs were left to finish",,,,,,,,"feather (single tile, resident int8 files)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32x32,n/a,n/a,,,this agent (e4b_* dirs) (e4b_pnr_worker.sh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,pnr_rtl_fixed_N32,E4,FEATHER RTL,feather_top out of context: N x N NEST + BIRRD + controller + SRAMs (shipped defaults: depth-4 SRAM register arrays),,,pnr_ooc,300,pass,timing NOT met,,,,338694,624270,0,0,,,0,-0.227,-344.04,,,,,,,,0,,,"/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/pnr_rtl_fixed_N32; stages (s): {'synth': '4566.67', 'opt': '208.202', 'place': '3119.428', 'physopt': '495.07', 'route': '3435.52'}",,,,,12145,,,,corrected controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32x32,n/a,n/a,,,previous agent (e4_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,pnr_rtl_orig_N32,E4,FEATHER RTL,feather_top out of context: N x N NEST + BIRRD + controller + SRAMs (shipped defaults: depth-4 SRAM register arrays),,,pnr_ooc,300,pass,timing NOT met,,,,338438,624470,0,0,,,0,-0.206,-76.175,,,,,,,,0,,,"/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/pnr_rtl_orig_N32; stages (s): {'synth': '4413.618', 'opt': '197.638', 'place': '3054.248', 'physopt': '473.053', 'route': '2994.577'}",,,,,11396,,,,shipped controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32x32,n/a,n/a,,,previous agent (e4_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_128_per-instance,E5,SPMW split backend,,128,per-instance,,,pass,,,,,,,,,,,,,,,,,,,,,,8,8,reports/fftsdf_128_per-instance_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,8,8,3,8,0,,,2.01,47.8,47.3,48.8,376.1,271.6,4.2,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_128_shared-parallel,E5,SPMW split backend,,128,shared-parallel,,,pass,,,,,,,,,,,,,,,,,,,,,,8,8,reports/fftsdf_128_shared-parallel_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,8,8,3,8,0,,,2.0,47.5,47.4,48.8,374.5,270.1,6.6,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_128_shared-serial,E5,SPMW split backend,,128,shared-serial,,,pass,,,,,,,,,,,,,,,,,,,,,,8,8,reports/fftsdf_128_shared-serial_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,1,8,3,8,0,,,2.22,351.3,350.4,377.7,351.2,245.9,5.2,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_256_per-instance,E5,SPMW split backend,,256,per-instance,,,pass,,,,,,,,,,,,,,,,,,,,,,9,9,reports/fftsdf_256_per-instance_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,8,9,3,9,0,,,2.28,88.2,88.0,90.3,419.1,301.1,4.0,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_256_shared-parallel,E5,SPMW split backend,,256,shared-parallel,,,pass,,,,,,,,,,,,,,,,,,,,,,9,9,reports/fftsdf_256_shared-parallel_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,8,9,3,9,0,,,2.33,88.5,88.5,91.0,420.5,302.9,7.3,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_256_shared-serial,E5,SPMW split backend,,256,shared-serial,,,pass,,,,,,,,,,,,,,,,,,,,,,9,9,reports/fftsdf_256_shared-serial_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,1,9,3,9,0,,,2.3,400.9,396.8,407.6,400.8,282.4,6.7,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_512_per-instance,E5,SPMW split backend,,512,per-instance,,,pass,,,,,,,,,,,,,,,,,,,,,,10,10,reports/fftsdf_512_per-instance_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,8,10,3,10,0,,,2.61,91.3,91.1,92.4,467.1,336.1,5.6,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_512_shared-parallel,E5,SPMW split backend,,512,shared-parallel,,,pass,,,,,,,,,,,,,,,,,,,,,,10,10,reports/fftsdf_512_shared-parallel_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,8,10,3,10,0,,,2.56,92.2,91.0,93.5,471.9,341.1,4.7,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_512_shared-serial,E5,SPMW split backend,,512,shared-serial,,,pass,,,,,,,,,,,,,,,,,,,,,,10,10,reports/fftsdf_512_shared-serial_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,1,10,3,10,0,,,2.59,443.3,442.3,449.4,443.2,311.5,5.8,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_1024_per-instance,E5,SPMW split backend,,1024,per-instance,,,pass,,,,,,,,,,,,,,,,,,,,,,11,11,reports/fftsdf_1024_per-instance_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,8,11,3,11,0,,,3.1,93.0,92.8,95.2,513.2,369.6,4.3,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_1024_shared-parallel,E5,SPMW split backend,,1024,shared-parallel,,,pass,,,,,,,,,,,,,,,,,,,,,,11,11,reports/fftsdf_1024_shared-parallel_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,8,11,3,11,0,,,3.06,92.9,92.2,95.0,512.7,368.8,6.1,,,,,,,,,,,,,,
e5_compile,E5,fftsdf_1024_shared-serial,E5,SPMW split backend,,1024,shared-serial,,,pass,,,,,,,,,,,,,,,,,,,,,,11,11,reports/fftsdf_1024_shared-serial_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fftsdf,1,11,3,11,0,,,3.03,490.0,485.9,498.5,490.1,345.0,6.8,,,,,,,,,,,,,,
e5_compile,E5,gemm8_4_per-instance,E5,SPMW split backend,,4,per-instance,,,pass,,,,,,,,,,,,,,,,,,,,,,9,16,reports/gemm8_4_per-instance_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,8,16,3,16,0,,,1.17,85.4,84.8,87.7,680.1,469.4,11.1,,,,,,,,,,,,,,
e5_compile,E5,gemm8_4_shared-parallel,E5,SPMW split backend,,4,shared-parallel,,,pass,,,,,,,,,,,,,,,,,,,,,,9,16,reports/gemm8_4_shared-parallel_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,8,9,3,9,0,,,1.1,82.0,82.0,84.4,378.7,260.4,9.8,,,,,,,,,,,,,,
e5_compile,E5,gemm8_4_shared-serial,E5,SPMW split backend,,4,shared-serial,,,pass,,,,,,,,,,,,,,,,,,,,,,9,16,reports/gemm8_4_shared-serial_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,1,9,3,9,0,,,1.08,361.0,359.5,375.6,361.1,241.6,11.1,,,,,,,,,,,,,,
e5_compile,E5,gemm8_8_per-instance,E5,SPMW split backend,,8,per-instance,,,pass,,,,,,,,,,,,,,,,,,,,,,9,64,reports/gemm8_8_per-instance_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,8,64,3,64,0,,,1.13,339.1,338.1,352.3,2709.2,1864.5,11.2,,,,,,,,,,,,,,
e5_compile,E5,gemm8_8_shared-parallel,E5,SPMW split backend,,8,shared-parallel,,,pass,,,,,,,,,,,,,,,,,,,,,,9,64,reports/gemm8_8_shared-parallel_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,8,9,3,9,0,,,1.15,82.4,81.9,83.0,379.3,260.8,16.9,,,,,,,,,,,,,,
e5_compile,E5,gemm8_8_shared-serial,E5,SPMW split backend,,8,shared-serial,,,pass,,,,,,,,,,,,,,,,,,,,,,9,64,reports/gemm8_8_shared-serial_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,1,9,3,9,0,,,1.13,364.4,361.9,371.5,364.5,244.7,15.0,,,,,,,,,,,,,,
e5_compile,E5,gemm8_16_per-instance,E5,SPMW split backend,,16,per-instance,,,pass,,,,,,,,,,,,,,,,,,,,,,9,256,reports/gemm8_16_per-instance_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,8,256,3,256,0,,,1.31,1377.7,1354.5,1391.6,11009.7,7617.3,15.2,,,,,,,,,,,,,,
e5_compile,E5,gemm8_16_shared-parallel,E5,SPMW split backend,,16,shared-parallel,,,pass,,,,,,,,,,,,,,,,,,,,,,9,256,reports/gemm8_16_shared-parallel_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,8,9,3,9,0,,,1.28,82.4,82.1,87.0,378.7,260.1,11.8,,,,,,,,,,,,,,
e5_compile,E5,gemm8_16_shared-serial,E5,SPMW split backend,,16,shared-serial,,,pass,,,,,,,,,,,,,,,,,,,,,,9,256,reports/gemm8_16_shared-serial_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,1,9,3,9,0,,,1.29,361.5,360.7,376.2,361.4,242.1,8.8,,,,,,,,,,,,,,
e5_compile,E5,gemm8_32_per-instance,E5,SPMW split backend,,32,per-instance,,,timeout,,,,,,,,,,,,,,,,,,,,,,,,reports/gemm8_32_per-instance_r0,timeout_or_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,,,3,665,3,"665, 680, 658",3600,,,,,,,,,,,,,,,,,,,,,
e5_compile,E5,gemm8_32_shared-parallel,E5,SPMW split backend,,32,shared-parallel,,,pass,,,,,,,,,,,,,,,,,,,,,,9,1024,reports/gemm8_32_shared-parallel_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,8,9,3,9,0,,,1.95,82.2,81.9,84.3,378.4,259.7,4.1,,,,,,,,,,,,,,
e5_compile,E5,gemm8_32_shared-serial,E5,SPMW split backend,,32,shared-serial,,,pass,,,,,,,,,,,,,,,,,,,,,,9,1024,reports/gemm8_32_shared-serial_r0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemm8,1,9,3,9,0,,,1.95,363.2,361.0,372.7,363.3,243.5,12.0,,,,,,,,,,,,,,
e6_attention,E6,spmw_cap42_4096_cosim_s0,E6,SPMW conventional,,,,cosim,300,ok,True,22,5483,,,,,,,,,,,,82.1,,,,,,,,,reports/spmw_cap42_4096_cosim_s0/run.json;validation/spmw_cap42_4096_cosim_s0,,,,,236.7,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2,1,8,1.3386,,,,,,,,,
e6_attention,E6,spmw_cap42_4096_cosim_s1,E6,SPMW conventional,,,,cosim,300,ok,True,22,5483,,,,,,,,,,,,82.1,,,,,,,,,reports/spmw_cap42_4096_cosim_s1/run.json;validation/spmw_cap42_4096_cosim_s1,,,,,236.7,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2,1,8,1.3386,,,,,,,,,
e6_attention,E6,spmw_cap42_4096_cosim_s2,E6,SPMW conventional,,,,cosim,300,ok,True,22,5483,,,,,,,,,,,,82.1,,,,,,,,,reports/spmw_cap42_4096_cosim_s2/run.json;validation/spmw_cap42_4096_cosim_s2,,,,,236.7,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2,1,8,1.3386,,,,,,,,,
e6_attention,E6,spmw_cap42_4096_pnr,E6,SPMW conventional,,,,pnr_ooc,300,ok,,,,,529,1065,8,0,,,0,1.437,0.0,,67.7,,,,,,0,,,reports/spmw_cap42_4096_pnr/run.json;reports/spmw_cap42_4096_pnr/util.rpt;reports/spmw_cap42_4096_pnr/util_synth.rpt;reports/spmw_cap42_4096_pnr/timing.rpt;reports/spmw_cap42_4096_pnr/route.rpt;reports/spmw_cap42_4096_pnr/util_hier.rpt;reports/spmw_cap42_4096_pnr/vivado_pnr.log;reports/spmw_cap42_4096_pnr/assemble_pnr.tcl;reports/spmw_cap42_4096_pnr/clock.xdc,,,,,490.6,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2,1,8,,,,,,,,,,
e6_attention,E6,spmw_cap42_6_cosim_s0,E6,SPMW conventional,,,,cosim,300,ok,True,20,29,,,,,,,,,,,,61.4,,,,,,,,,reports/spmw_cap42_6_cosim_s0/run.json;validation/spmw_cap42_6_cosim_s0,,,,,163.4,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,8,4.8333,,,,,,,,,
e6_attention,E6,spmw_cap42_6_cosim_s1,E6,SPMW conventional,,,,cosim,300,ok,True,20,29,,,,,,,,,,,,61.4,,,,,,,,,reports/spmw_cap42_6_cosim_s1/run.json;validation/spmw_cap42_6_cosim_s1,,,,,163.4,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,8,4.8333,,,,,,,,,
e6_attention,E6,spmw_cap42_6_cosim_s2,E6,SPMW conventional,,,,cosim,300,ok,True,20,29,,,,,,,,,,,,61.4,,,,,,,,,reports/spmw_cap42_6_cosim_s2/run.json;validation/spmw_cap42_6_cosim_s2,,,,,163.4,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,8,4.8333,,,,,,,,,
e6_attention,E6,spmw_cap42_64_cosim_s0,E6,SPMW conventional,,,,cosim,300,ok,True,22,107,,,,,,,,,,,,75.5,,,,,,,,,reports/spmw_cap42_64_cosim_s0/run.json;validation/spmw_cap42_64_cosim_s0,,,,,187.8,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2,1,8,1.6719,,,,,,,,,
e6_attention,E6,spmw_cap42_64_cosim_s1,E6,SPMW conventional,,,,cosim,300,ok,True,22,107,,,,,,,,,,,,75.5,,,,,,,,,reports/spmw_cap42_64_cosim_s1/run.json;validation/spmw_cap42_64_cosim_s1,,,,,187.8,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2,1,8,1.6719,,,,,,,,,
e6_attention,E6,spmw_cap42_64_cosim_s2,E6,SPMW conventional,,,,cosim,300,ok,True,22,107,,,,,,,,,,,,75.5,,,,,,,,,reports/spmw_cap42_64_cosim_s2/run.json;validation/spmw_cap42_64_cosim_s2,,,,,187.8,,,,paper_ungrouped_4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2,1,8,1.6719,,,,,,,,,
e6_attention,E6,spmw_cap44_4096_cosim_s0,E6,SPMW grouped,,,,cosim,300,ok,True,42,5499,,,,,,,,,,,,83.1,,,,,,,,,reports/spmw_cap44_4096_cosim_s0/run.json;validation/spmw_cap44_4096_cosim_s0,,,,,247.5,,,,paper_grouped_4x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2,2,16,1.3425,,,,,,,,,
e6_attention,E6,spmw_cap44_4096_cosim_s1,E6,SPMW grouped,,,,cosim,300,ok,True,42,5499,,,,,,,,,,,,83.1,,,,,,,,,reports/spmw_cap44_4096_cosim_s1/run.json;validation/spmw_cap44_4096_cosim_s1,,,,,247.5,,,,paper_grouped_4x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2,2,16,1.3425,,,,,,,,,
e6_attention,E6,spmw_cap44_4096_cosim_s2,E6,SPMW grouped,,,,cosim,300,ok,True,42,5499,,,,,,,,,,,,83.1,,,,,,,,,reports/spmw_cap44_4096_cosim_s2/run.json;validation/spmw_cap44_4096_cosim_s2,,,,,247.5,,,,paper_grouped_4x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2,2,16,1.3425,,,,,,,,,
